"Filename","203_1.mzML","206_1.mzML","205_1.mzML","203_2.mzML","205_2.mzML","206_2.mzML","202_3.mzML","203_3.mzML","208_2.mzML","207_2.mzML","209_2.mzML","211_1.mzML","210_1.mzML","209_1.mzML","202_1.mzML","207_1.mzML","212_1.mzML","212_2.mzML","211_2.mzML","208_1.mzML","213_1.mzML","213_3.mzML","210_2.mzML","204_1.mzML","202_2.mzML","213_2.mzML","204_2.mzML"
"119/C1=CC=C2C=NC=CC2=C1/130.0655mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1163722,3267671.75,NA,3552094.75
"123/CC(C)CC(C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)C2CCCN2/757.3764mz",NA,NA,NA,NA,NA,NA,NA,NA,403984.34375,NA,NA,514736.625,NA,NA,NA,NA,NA,NA,352388.53125,1181006.5,NA,NA,NA,NA,NA,NA,NA
"131/C(CCCN=C=O)CCNC(=O)NCCCCN=C=O/305.1579mz",NA,NA,NA,NA,NA,NA,375501.03125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392601.09375,528239,NA,540715.375
"132/COC1=CC(=CC(=C1O)OC)C=C/181.0864mz",NA,NA,NA,NA,NA,NA,222516.15625,NA,NA,NA,NA,NA,NA,NA,561114.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133/C=CC1=CC=CC=C1/105.0701mz",1293323.875,709975.8125,429167.6875,614079.875,384414.375,725662.625,1044337.25,1055583.625,NA,2123135.5,1079289.5,596862.0625,5437434.5,1232795.5,1636707.5,851386.1875,1811210.25,513872.75,163964.78125,609970.5,1668629.875,1886030.25,4858064.5,3120689,2654315.75,678740.75,3559757
"135/NA/Spectral Match to Hexaethylene glycol from NIST14 [IIN-based: Match]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301986.65625,452494.125,NA,553282.0625
"136/COC1=CC(=CC(=C1OC)OC)CCC(=O)O/241.1075mz",NA,NA,NA,NA,NA,NA,927654.625,NA,NA,NA,NA,NA,NA,NA,1323486.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140/NA/""""""3,5-DIMETHOXYPHENOL""""""",NA,NA,NA,NA,NA,NA,414037.15625,NA,NA,NA,NA,NA,NA,NA,422838.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143/B12C3=CC=C(B4OCC(CO4)(NC(=O)C5=CC=C(C=C5)C(=O)NC(CO1)(CO2)CO)CO)C=C3/465.1883mz",NA,279452.8125,139200.796875,272076.96875,293816.4375,NA,331225.78125,NA,NA,NA,197489.484375,NA,NA,NA,353976.84375,NA,206341.921875,NA,NA,NA,NA,NA,NA,NA,NA,95527.1875,NA
"148/CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O/449.1936mz",NA,290635.3125,85451.0078125,293531.25,320176.84375,283163.40625,NA,NA,NA,NA,206226.53125,NA,NA,194903.515625,NA,197167.859375,222819.734375,NA,NA,NA,NA,NA,NA,NA,NA,127554.546875,NA
"150/C(COCCOCCOCCOCCOCCOCCO)O/344.2289mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59174.1640625,353251.53125,NA,NA,NA,216876.609375,100453.03125,NA,NA,NA,NA,276307.625,654868.4375,768347.5,NA,1340383.25
"151/COC1=CC(=CC(=C1OC)OC)CCC(=O)O/241.1076mz",173997.28125,380585.15625,413378.46875,NA,NA,375111.84375,NA,NA,381764.3125,1258539.25,330038.5625,553237.0625,1376100.625,452459.34375,NA,720708.625,456833.1875,NA,303052.09375,677120.5,447873.625,475286.34375,1087335.5,2225674,1963280,NA,3462149.75
"152/COC1=CC(=CC(=C1O)OC)C=C/181.0864mz",NA,NA,137544.5625,NA,NA,NA,NA,NA,NA,516134.25,130046.8671875,NA,628013.375,NA,NA,353752.25,253635.296875,NA,NA,301526,101634.515625,222095.015625,534171.5625,1462693.125,1366096.5,NA,2416201.25
"153/CC(C)CC(C(=O)N)NC(=O)CNC(=O)C1CCCN1C(=O)C/327.2022mz",153609.59375,278220.1875,343531.8125,NA,207748.234375,353813.1875,662412.75,NA,296828.5625,572567.375,273008.3125,NA,680860.625,305694.5,513421.21875,359873.28125,441533,249829.09375,318646.84375,433721.46875,396151.65625,169466.78125,711160.375,1287958.125,1418506.375,182035.09375,2407648
"154/COC(=O)C(CCCCNC(=O)NCC=C)NC(=O)NCC=C/349.1842mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364618,NA,NA,NA,126917.4140625,NA,NA,NA,NA,NA,290634.3125,791488.25,849752.5,NA,1526693.75
"155/NA/caffeic acid CollisionEnergy:102040",NA,208793.90625,NA,NA,168055.484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156/C1=CC(=C(C=C1O)C(=O)O)NC(=O)CCC(=O)O/254.0665mz",NA,NA,NA,NA,158787.203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186632.578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157/CC(C)C(C(=O)NC1CCCC1)NC(=O)C/227.1759mz",NA,NA,2684153.5,NA,NA,2590748.5,11037700,NA,2166968,3875000.5,NA,3486232.75,10638888,NA,9816182,3421708.5,NA,NA,2509726.5,3792495.5,NA,1815340.75,10104265,8645701,4382309,NA,5793577.5
"159/CC(C)(C)CC(=O)NCCNC(=O)C1CC1/249.1578mz",NA,NA,NA,NA,NA,NA,4082206.5,NA,NA,NA,NA,NA,2279641.75,NA,2854664,NA,NA,NA,NA,NA,NA,NA,2419124.75,2340224,1257854,NA,1403114.75
"164/C1CCC(=O)NCC1/114.0915mz",NA,660845.625,NA,NA,NA,NA,830337.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6213763.5,NA,NA,393288.375,NA,NA,NA,NA,NA,NA
"165/CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C(CC(C)C)N/573.3626mz",439698.71875,301407.28125,264639.6875,NA,NA,352149.875,NA,659303.3125,474157.40625,NA,766213.75,NA,NA,840530.1875,NA,330774.90625,342135.875,NA,256837.578125,499336.875,571920.125,506053.6875,NA,NA,NA,186002.859375,NA
"166/NA/""""""3,4,5-Trimethoxyphenol CollisionEnergy:102040""""""",NA,NA,NA,NA,NA,NA,1495189,NA,NA,NA,NA,NA,NA,NA,1644923.375,NA,NA,NA,NA,NA,NA,NA,NA,1144494.875,NA,NA,NA
"167/CC(C)C1C(=O)N2CCCC2C(=O)N1/197.1289mz",1881330.375,1259629.625,912446.0625,1385223.25,923231.75,1363953.125,702025.375,1677975.875,1416456.125,1826982.875,1185501.875,1170905.875,1896477.625,1366592.375,735465,1231851,1363473,478129.4375,1106911.625,1308524,1269580.375,947092.75,1897139.125,1312740.875,1134904.375,550314.75,1508694.75
"168/C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C(CC(C(CO)O)O)O/303.1349mz",1016214,1491154.625,974317.4375,1513057.125,1567631.625,1525427.375,1137078.125,732549.0625,1266706.125,1565938.5,1023116.125,1040999.125,1260411.75,1000049.375,1599603.75,1113623.125,1266877.5,494595.03125,1235250,997983.25,1192281.75,1061518.25,1276156.125,1682694.5,605827.75,678189.5625,737316.25
"169/NA/Isovalerylcarnitine - 40.00 eV",NA,350731.625,354038.78125,NA,NA,420533.5625,NA,NA,NA,1368347.125,488079.6875,682416.4375,1349815.375,617247.375,NA,770631.6875,467069.1875,NA,234753.375,591501,426413.84375,791198.0625,910007.8125,NA,NA,NA,NA
"170/COC1=C(C(=CC=C1)OC)C=O/167.0707mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642096.3125,1186502.875,NA,1892672.875
"171/CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)C=C/347.1250mz",300130.15625,688366.3125,217283.515625,299579.84375,865685.8125,691569.5,NA,NA,543864.875,1216735.875,491811.59375,261432.203125,NA,485827.0625,453793.3125,377161.9375,562008.4375,NA,381045.09375,432079.59375,524066.5625,468635.75,NA,NA,NA,163333.078125,NA
"173/CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)O)N/674.4102mz",251223.828125,NA,NA,NA,NA,NA,NA,440197.96875,220593.6875,NA,366814.84375,NA,NA,413922.25,NA,NA,NA,NA,NA,200348.65625,334898.125,437022.46875,NA,NA,NA,126268.984375,NA
"174/NA/Spectral Match to 2-Hydroxy-3-methoxybenzyl alcohol from NIST14",NA,NA,NA,280582.71875,20259.296875,NA,NA,NA,NA,NA,268112.75,NA,NA,286836.9375,NA,NA,347231.375,NA,NA,NA,276975.09375,273534.3125,NA,618017.375,1350731.375,191319.96875,1737461.25
"177/C(COCCOCCOCCOCCOCCOCCOCCO)O/371.2286mz",299475.21875,368843.46875,341358.25,NA,419074,374547.78125,564736.25,NA,376279.40625,543192.5625,382656.4375,336492.15625,621923.4375,412164.03125,NA,368610.375,512749.5,275287.03125,356800.59375,377237.875,515263.40625,284513.71875,596082.6875,1196027,1307131.375,293143.4375,2184778
"178/C(COCCOCCOCCOCCOCCOCCOCCO)O/388.2550mz",703674.1875,769574.9375,775167.875,423944.09375,836122.6875,828132.875,1163186.375,424176.03125,818909,1099724.875,765961.9375,654093,1190726.625,837718.8125,773709.875,749710.875,1033446.25,622375.3125,801803.5,792190.6875,1021262.5,660590.9375,1272610.25,2303729,2534943.75,625304.5,4104085.25
"179/NA/Spectral Match to 1-Amino-2-ethoxybenzene from NIST14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645400,615341.625,NA,1412004.875
"180/C=CC1=CNC2=CC=CC=C21/144.0811mz",459033.59375,476508.125,285014.59375,335497.90625,361641,529808.875,561994.9375,318360.53125,446084.09375,695291.1875,387892.5625,444721.71875,653398.625,429925.0625,458225.65625,500036.0625,750735.3125,NA,473649.0625,435350.40625,568477.8125,484547.625,641246.625,1576751.75,2280206.5,276103,2815157
"181/CC(C)CC(C(=O)O)NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(C)N/393.2105mz",93873.984375,273453.03125,262321.5,NA,281639.8125,287746.375,633886.4375,NA,305186.4375,481303.65625,217665.578125,311877.15625,489231.5625,258379.03125,NA,NA,419745.84375,186488.265625,289653.65625,177285.234375,342131.84375,153377.640625,536436.8125,1102664.375,1064329,179035.359375,1736090.125
"182/NA/3S_2349_Tetrahydro_1h_pyrido_34b_indole_carboxylic_acid",299871.21875,384169.46875,NA,NA,221412.75,367611.0625,451553.53125,NA,267593.875,595952.3125,309665.25,326906.3125,526038.9375,347941.96875,388997.71875,340884.625,399531.9375,NA,307760.6875,336153.59375,363933.71875,345347.125,466061.78125,728182.3125,750391.9375,126306.5,854139.5625
"183/NA/""""""4-Allyl-2,6-dimethoxyphenol CollisionEnergy:102040""""""",NA,NA,NA,NA,NA,NA,381759.65625,NA,NA,NA,NA,NA,NA,NA,392271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184/NA/N-acetyltyramine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319040.5625,NA,361835.71875
"185/COC1=CC(=CC(=C1O)OC)O/171.0655mz",NA,NA,NA,334356.03125,156399.828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186/C1=CC(=CC=C1C(=O)NC(CO)CO)C(=O)NC(CO)CO/313.1403mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,380785.59375,NA,210244.328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188/CCOC(=O)C(CC(C)C)N/160.1336mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,373366.375,NA,NA,NA,NA,NA,252557.515625,338614.34375,NA,NA,NA,348497.5625,NA,NA,NA,NA,NA,NA
"189/C(C(CC(=O)O)C(=O)O)C(=O)O/159.0292mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262528.9375,NA,NA,NA,NA,NA,NA,297736.9375,NA,NA,NA,NA,NA,NA,NA,NA
"191/CCC(C)C(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(C(C)O)C(=O)NCC(=O)O)N/557.3309mz",NA,NA,NA,NA,NA,NA,NA,NA,226908.03125,NA,NA,NA,NA,NA,422088.5,NA,NA,NA,NA,216273.65625,NA,NA,NA,NA,NA,NA,NA
"192/CCC(C)C(C(=O)NC(C)C(=O)NC(C(C)O)C(=O)NC(C(C)CC)C(=O)O)NC(=O)C(CO)N/504.3041mz",NA,NA,NA,NA,NA,NA,552412.0625,NA,NA,NA,NA,NA,NA,NA,827599.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193/NA/RIBOFLAVIN",NA,NA,NA,NA,NA,185130.484375,912044.125,NA,296846.0625,NA,NA,NA,402830.8125,NA,1031015.5625,211630.59375,199316.40625,NA,NA,231708.375,NA,NA,356522.53125,1000648.8125,226857.21875,NA,NA
"194/C1C(C(C(C(O1)C2=C3C(=C(C(=C2O)C4C(C(C(C(O4)CO)O)O)O)O)C(=O)C=C(O3)C5=CC(=C(C=C5)O)O)O)O)O/581.1518mz",NA,247415.484375,NA,NA,246338.21875,NA,NA,NA,NA,228635.1875,NA,NA,179819.5,NA,NA,NA,235310.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197/C#CCN1C=C(C2=CC=CC=C21)CC(=O)O/214.0867mz",408896,NA,NA,NA,NA,NA,NA,NA,NA,466824.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198/C1CC(N(C1)C(=O)C(CCC(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(=O)N)N)C(=O)O/528.2864mz",NA,NA,NA,NA,NA,NA,NA,NA,811534.8125,NA,NA,NA,NA,NA,730437.25,NA,NA,NA,NA,518686.125,NA,NA,NA,NA,NA,NA,NA
"199/C1=CC=NC(=C1)CCCC(=O)O/166.0866mz",NA,NA,NA,NA,175793.296875,146360.390625,143949.890625,NA,NA,NA,NA,NA,201345.34375,NA,206955.359375,NA,160941.546875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200/NA/5470-37-1 CollisionEnergy:102040",1707153.5,1136304.5,406761.125,1245079.375,1132301.125,1153719.5,NA,1653331.75,941755.6875,1886234.75,836925.0625,662284.5,1123707.25,896556.5,NA,1100412.5,1113097.875,237037.96875,730486.5,839986.625,880254.3125,442305.5,1159360.875,698940.1875,774597,276991.90625,908190.5
"201/CC(C1=CC=C(CC1)F)NO/158.0968mz",687076.4375,425955.8125,200297.703125,460679.125,383438.15625,439083.3125,NA,669491,NA,734590.25,NA,NA,403410.5,193388.59375,NA,435456.4375,341818.15625,NA,NA,198752.15625,NA,NA,402745.65625,NA,NA,NA,NA
"203/COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC5=C(C(=C4)OC)OCO5)OC/401.1602mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376860.09375,NA,467307.375
"205/NA/Succinic acid",267107.4375,371978,NA,NA,NA,423137.1875,NA,255224.5625,506400.53125,808519.75,NA,NA,343921.9375,466902.15625,NA,291332.15625,237873.71875,NA,259291.875,575799.25,215414.078125,207740.59375,268003.1875,NA,NA,NA,NA
"206/CC(C)CC(C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(C(C)C)N/445.3033mz",NA,NA,NA,NA,NA,NA,NA,244156.328125,NA,NA,NA,NA,NA,NA,249657.703125,NA,NA,NA,NA,NA,NA,NA,NA,300992.125,NA,NA,NA
"207/CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(C)N/591.3371mz",NA,NA,NA,NA,NA,NA,318691.4375,NA,NA,NA,NA,NA,NA,NA,1252506.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208/CC(C)CC(C(=O)O)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)N/382.1981mz",NA,NA,199377.09375,NA,NA,NA,NA,358041.28125,NA,NA,213733.71875,NA,NA,238847.40625,NA,249348.09375,NA,NA,NA,NA,NA,278781.6875,NA,NA,NA,NA,NA
"209/NA/Vanillic acid CollisionEnergy:205060",NA,NA,NA,364850.78125,209787.265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251825.71875,NA,NA,NA,217384.453125,NA,NA,NA,NA,NA,NA
"212/CCOC(=O)C1=CC(=C(C(=C1)OC)O)OC/227.0922mz",NA,251291.640625,NA,389792.09375,284231.125,NA,NA,33236.8125,216379.9375,325820,230653.03125,159302.03125,264160.25,256627.984375,NA,203672.203125,280898.21875,NA,206115.578125,176819.609375,NA,210740.203125,258049.5,442489.125,573548.3125,76944.9453125,702831.8125
"213/NA/""""""3,5-DIMETHOXYPHENOL""""""",NA,184583.328125,NA,334972.375,NA,NA,NA,NA,NA,NA,201923.625,NA,252853.0625,NA,NA,NA,288507.53125,NA,NA,NA,214207.890625,200049.6875,225334.796875,NA,NA,67807.203125,NA
